HAGRID,Kingdom,Phylum,Class,Order,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Adult weight (g),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,Temperature (K)
2660,Animalia,Chordata,Mammalia,Pilosa,Northern tamandua,365,,163,,1,,,4500,16,captivity,tiny,acceptable,305.15
4069,Animalia,Chordata,Teleostei,Mugiliformes,Striped mullet,730,730,,,,,,4400,16,wild,medium,acceptable,
2097,Animalia,Chordata,Mammalia,Carnivora,Pale fox,313,274,52,4,,,75,2800,16,captivity,small,acceptable,
2183,Animalia,Chordata,Mammalia,Carnivora,Yellow-throated marten,1263,,150,2.5,,182,57.5,2500,16,captivity,medium,acceptable,
2266,Animalia,Chordata,Mammalia,Carnivora,Banded palm civet,,,,2,,,125,2400,16,captivity,tiny,acceptable,
1822,Animalia,Chordata,Chondrichthyes,Rajiformes,Thorny skate,4015,1460,,31,,365,,2337.5,16,wild,medium,acceptable,
4469,Animalia,Chordata,Teleostei,Salmoniformes,Round whitefish,1095,1095,140,,,,,1498,16,wild,medium,acceptable,
1705,Animalia,Chordata,Aves,Suliformes,Darter,,,,,,,,1486.6,16,captivity,small,acceptable,
1376,Animalia,Chordata,Aves,Pelecaniformes,Hadada ibis,,,,,,,,1238,16,captivity,small,acceptable,
3168,Animalia,Chordata,Mammalia,Rodentia,Eastern fox squirrel,353,353,44,3,1,,15,800,16,captivity,tiny,acceptable,
355,Animalia,Chordata,Aves,Anseriformes,Blue-billed duck,,,,,,,,798,16,captivity,medium,acceptable,
445,Animalia,Chordata,Aves,Charadriiformes,Black oystercatcher,1825,1825,26,2,1,,34,670,16,wild,tiny,acceptable,
3931,Animalia,Chordata,Teleostei,Cypriniformes,Common dace,1216,1186,,,,,,550,16,wild,medium,acceptable,
458,Animalia,Chordata,Aves,Charadriiformes,Gull-billed tern,1825,1825,22,3,1,,21.4,221,16,wild,small,acceptable,
506,Animalia,Chordata,Aves,Charadriiformes,Black-winged stilt,727,,,,,,,161,16,wild,medium,acceptable,
2835,Animalia,Chordata,Mammalia,Primates,Philippine tarsier,,,179,1,,,25.9,119.2,16,captivity,tiny,acceptable,306.95
453,Animalia,Chordata,Aves,Charadriiformes,Whiskered tern,,,,,,,,88,16,wild,small,acceptable,
1658,Animalia,Chordata,Aves,Psittaciformes,Olive-headed lorikeet,,,,,,,,73.7,16,captivity,small,acceptable,
110,Animalia,Chordata,Amphibia,Anura,American bullfrog,1277,730,4,,,,,54.4,16,captivity,medium,acceptable,288
526,Animalia,Chordata,Aves,Charadriiformes,Least sandpiper,365,365,20,4,1,,4.06,26,16,wild,medium,acceptable,
929,Animalia,Chordata,Aves,Passeriformes,Barn swallow,365,365,15,6,2,,2.3,18.3,16,unknown,medium,acceptable,
2416,Animalia,Chordata,Mammalia,Chiroptera,Lesser noctule,,,,1.5,1,365,,16,16,wild,medium,acceptable,
3425,Animalia,Chordata,Reptilia,Squamata,Jewelled gecko,,,,,,,,6.63,16,captivity,small,acceptable,
3292,Animalia,Chordata,Reptilia,Squamata,"Mediterranean worm lizard, or Spanish grey amphisbaena",,,,,,,,6,16,captivity,small,acceptable,
1975,Animalia,Chordata,Mammalia,Artiodactyla,Oribi,304,426,193,1,1.5,185,2235,17000,15.9,captivity,tiny,acceptable,
1983,Animalia,Chordata,Mammalia,Artiodactyla,Blue duiker,487,685,193,1,,265,800,6250,15.9,captivity,medium,acceptable,312.55
2532,Animalia,Chordata,Mammalia,Diprotodontia,Parma wallaby,424,620,34,1,1.3,213,0.5067,4250,15.9,captivity,large,high,
2111,Animalia,Chordata,Mammalia,Carnivora,Pallas' cat,365,,72,4.1,,,89,3500,15.9,captivity,medium,acceptable,
2099,Animalia,Chordata,Mammalia,Carnivora,Swift fox,365,365,55,4.5,1,365,39.65,2400,15.9,captivity,medium,acceptable,
2562,Animalia,Chordata,Mammalia,Diprotodontia,Brush-tailed possum,315,730,17,1,1.5,274,0.279,2395,15.9,captivity,medium,acceptable,309.15
2854,Animalia,Chordata,Mammalia,Rodentia,Hispaniolan hutia,,,119,1,,,105.85,1267,15.9,captivity,small,acceptable,
1689,Animalia,Chordata,Aves,Strigiformes,Morepork,,,,,,,,195,15.9,wild,small,acceptable,
1676,Animalia,Chordata,Aves,Strigiformes,Boreal owl,365,365,27,5,1,,9,120,15.9,unknown,medium,acceptable,
1408,Animalia,Chordata,Aves,Piciformes,White-backed woodpecker,,,,,,,,117,15.9,wild,medium,acceptable,
1426,Animalia,Chordata,Aves,Piciformes,Hairy woodpecker,365,365,14,4,1,,,62,15.9,wild,medium,acceptable,
1014,Animalia,Chordata,Aves,Passeriformes,Lewin's honeyeater,,,,,,,,34.4,15.9,wild,large,acceptable,
1006,Animalia,Chordata,Aves,Passeriformes,White-plumed honeyeater,,,,,,,,19.4,15.9,wild,large,acceptable,
3486,Animalia,Chordata,Reptilia,Squamata,Seychelles giant day gecko,,,,,,,,12.35,15.9,captivity,small,acceptable,
2169,Animalia,Chordata,Mammalia,Carnivora,Hog badger,,,42,3,,,58,10500,15.8,captivity,small,acceptable,
1668,Animalia,Chordata,Aves,Sphenisciformes,Royal penguin,1817,,,,,,,4500,15.8,wild,tiny,acceptable,
2096,Animalia,Chordata,Mammalia,Carnivora,Kit fox,365,365,54,4,,365,40,2500,15.8,captivity,small,acceptable,311.15
3604,Animalia,Chordata,Reptilia,Squamata,Puff adder,,,,,,,,2381,15.8,captivity,medium,acceptable,
2141,Animalia,Chordata,Mammalia,Carnivora,Black-footed mongoose,,,,1,,,,2000,15.8,captivity,small,acceptable,
3396,Animalia,Chordata,Reptilia,Squamata,Northwestern garter snake,,,,,,,,329,15.8,captivity,tiny,acceptable,
2371,Animalia,Chordata,Mammalia,Chiroptera,Little red flying fox,540,540,,1,1,,,300,15.8,captivity,small,acceptable,310.15
492,Animalia,Chordata,Aves,Charadriiformes,Forster's tern,730,730,23,3,1,,13.78,158,15.8,wild,small,acceptable,
811,Animalia,Chordata,Aves,Passeriformes,Western scrub jay,545,365,18,4,1,,5.4,88.7,15.8,wild,medium,acceptable,
3596,Animalia,Chordata,Reptilia,Squamata,Common water monitor,,,,,,,,4345,15.7,captivity,medium,acceptable,
3705,Animalia,Chordata,Reptilia,Testudines,Alabama map turtle,5113,2922,,,,,,1519,15.7,captivity,small,acceptable,
346,Animalia,Chordata,Aves,Anseriformes,Hooded merganser,730,730,31,11,1,,31,634.375,15.7,captivity,medium,acceptable,
3632,Animalia,Chordata,Reptilia,Squamata,Twin-spotted rattlesnake,,,,,,,,104,15.7,captivity,small,acceptable,
1093,Animalia,Chordata,Aves,Passeriformes,White-breasted whistler,,,,,,,,39.5,15.7,wild,small,acceptable,
3458,Animalia,Chordata,Reptilia,Squamata,"Coastal taipan, or Taipan",294,258,73,,,,,8110.5,15.6,captivity,small,acceptable,
2113,Animalia,Chordata,Mammalia,Carnivora,Black-footed cat,445,434,66,2,4,228,72.4,2125,15.6,captivity,medium,acceptable,
428,Animalia,Chordata,Aves,Charadriiformes,Lesser sand plover,,,,,,,,64,15.6,wild,medium,acceptable,
1281,Animalia,Chordata,Aves,Passeriformes,Puerto rican bullfinch,,,,,,,,32.1,15.6,wild,medium,acceptable,
750,Animalia,Chordata,Aves,Passeriformes,Yellow-throated scrubwren,,,,,,,,17.4,15.6,wild,medium,acceptable,
3405,Animalia,Chordata,Reptilia,Squamata,"Cape girdled lizard, or Rough-scaled girdled lizard",,,,,,,,17.3,15.6,captivity,small,acceptable,
3410,Animalia,Chordata,Reptilia,Squamata,Lesser flat lizard,,,,,,,,12.2,15.6,captivity,tiny,acceptable,
1967,Animalia,Chordata,Mammalia,Artiodactyla,Soemmerring's gazelle,640,,190,1,,,,48500,15.5,captivity,medium,acceptable,
553,Animalia,Chordata,Aves,Charadriiformes,Eurasian woodcock,365,365,,,,,,308.3,15.5,wild,medium,acceptable,
2843,Animalia,Chordata,Mammalia,Rodentia,Damaraland mole-rat,511,,93,2.5,1,,9,180,15.5,captivity,medium,acceptable,308.35
1084,Animalia,Chordata,Aves,Passeriformes,Black-hooded oriole,,,,,,,,56.3,15.5,captivity,tiny,acceptable,
987,Animalia,Chordata,Aves,Passeriformes,Eastern spinebill,,,,,,,,9.7875,15.5,wild,large,acceptable,
1994,Animalia,Chordata,Mammalia,Artiodactyla,Bush duiker,255,255,165,1,1.4,245,1612,18500,15.4,captivity,medium,acceptable,
2685,Animalia,Chordata,Mammalia,Primates,Black-pencilled marmoset,477,382,144,2,,,,307,15.4,captivity,medium,acceptable,
1111,Animalia,Chordata,Aves,Passeriformes,Great tit,365,365,,,,,,17.9,15.4,wild,large,acceptable,
2002,Animalia,Chordata,Mammalia,Artiodactyla,Bushbuck,496,,188,1,1.5,236,3800,60000,15.3,captivity,medium,acceptable,
2570,Animalia,Chordata,Mammalia,Diprotodontia,Long-footed potoroo,755,,38,1,,151,,1650,15.3,captivity,small,acceptable,
3282,Animalia,Chordata,Reptilia,Squamata,Egyptian spiny-tailed lizard,,,,,,,,851.73,15.3,captivity,medium,acceptable,
3635,Animalia,Chordata,Reptilia,Squamata,Tiger rattlesnake,,,,,,,,279,15.3,captivity,small,acceptable,
3277,Animalia,Chordata,Reptilia,Squamata,"Chinese water dragon, or Water dragon",,,,,,,,193.42,15.3,captivity,medium,acceptable,
1568,Animalia,Chordata,Aves,Psittaciformes,Slender-billed parakeet,,,,,,,,193,15.3,captivity,small,acceptable,
1650,Animalia,Chordata,Aves,Psittaciformes,Red-capped parrot,363,,,,,,,116,15.3,captivity,small,acceptable,
813,Animalia,Chordata,Aves,Passeriformes,Island scrub jay,365,365,18,4,1,,,114,15.3,wild,medium,acceptable,
1601,Animalia,Chordata,Aves,Psittaciformes,Bluebonnet,,,,,,,,86.2,15.3,captivity,small,acceptable,
1004,Animalia,Chordata,Aves,Passeriformes,Yellow-tufted honeyeater,,,,,,,,31.85,15.3,wild,large,acceptable,
795,Animalia,Chordata,Aves,Passeriformes,Western tanager,365,365,13,4,1,,,30,15.3,unknown,medium,acceptable,
2535,Animalia,Chordata,Mammalia,Diprotodontia,Red-necked wallaby,395,608,29,1,1,273,0.598,16200,15.2,captivity,large,acceptable,
1932,Animalia,Chordata,Mammalia,Artiodactyla,Red-flanked duiker,270,270,230,1,,,943,13000,15.2,captivity,medium,acceptable,
1929,Animalia,Chordata,Mammalia,Artiodactyla,Natal duiker,,,213,1,,235,955,10000,15.2,captivity,medium,acceptable,
1934,Animalia,Chordata,Mammalia,Artiodactyla,Weyns's duiker,,,213,,,,,10000,15.2,captivity,small,acceptable,
3594,Animalia,Chordata,Reptilia,Squamata,Gray's monitor lizard,,,,,,,,4141.37,15.2,captivity,small,acceptable,
3378,Animalia,Chordata,Reptilia,Squamata,Brown vine snake,,,,,,,,1359,15.2,captivity,tiny,acceptable,
3611,Animalia,Chordata,Reptilia,Squamata,Urutu,,,,,,,,848,15.2,captivity,small,acceptable,
2143,Animalia,Chordata,Mammalia,Carnivora,Yellow mongoose,730,,56,2,2,365,,598.5,15.2,captivity,medium,acceptable,
2698,Animalia,Chordata,Mammalia,Primates,Silvery-brown bare-face tamarin,,,142,2,,,44,490,15.2,captivity,small,acceptable,
411,Animalia,Chordata,Aves,Charadriiformes,Pigeon guillemot,1095,1095,31,2,,,43.7,483.8,15.2,wild,medium,acceptable,
1428,Animalia,Chordata,Aves,Piciformes,Eurasian green woodpecker,365,365,,,,,,176,15.2,wild,medium,acceptable,
1097,Animalia,Chordata,Aves,Passeriformes,Rufous whistler,,,,,,,,23.125,15.2,wild,large,acceptable,
3467,Animalia,Chordata,Reptilia,Squamata,Western banded gecko,,,,,,,,4.56,15.2,captivity,small,acceptable,
2863,Animalia,Chordata,Mammalia,Rodentia,Capybara,456,456,150,4.8,1.25,245,1500,55000,15.1,captivity,large,high,310.25
2529,Animalia,Chordata,Mammalia,Diprotodontia,Tammar wallaby,274,730,28,1,1,365,0.429,6500,15.1,captivity,medium,acceptable,309.65
3355,Animalia,Chordata,Reptilia,Squamata,Red-tailed rat snake,,,,,,,,5399,15.1,captivity,small,acceptable,
722,Animalia,Chordata,Aves,Gruiformes,Lord howe woodhen,,,,,,,,496,15.1,wild,large,acceptable,
3170,Animalia,Chordata,Mammalia,Rodentia,Variegated squirrel,,,,5,,,,485,15.1,captivity,small,acceptable,
3284,Animalia,Chordata,Reptilia,Squamata,Red worm lizard,,,,,,,,210,15.1,captivity,small,acceptable,
1625,Animalia,Chordata,Aves,Psittaciformes,Superb parrot,363,,,,,,,153,15.1,captivity,medium,acceptable,
3617,Animalia,Chordata,Reptilia,Squamata,Yara,,,,,,,,131,15.1,captivity,small,acceptable,
4364,Animalia,Chordata,Teleostei,Perciformes,Horse mackerel,1368,1368,,,,,,376200,15,wild,medium,acceptable,
4331,Animalia,Chordata,Teleostei,Perciformes,Cobia,,,,,,,,37400,15,wild,medium,acceptable,
2444,Animalia,Chordata,Mammalia,Cingulata,Giant armadillo,320,320,122,1.5,,,62.15,33000,15,captivity,small,acceptable,306.75
4132,Animalia,Chordata,Teleostei,Perciformes,Antarctic butterfish,2281,2281,,,,,,33000,15,wild,medium,acceptable,
1989,Animalia,Chordata,Mammalia,Artiodactyla,Mountain reedbuck,388,335,216,1,1.1,353,3000,30000,15,captivity,small,acceptable,
4459,Animalia,Chordata,Teleostei,Salmoniformes,Danube salmon,1825,1825,,,,,,28600,15,wild,medium,acceptable,
3798,Animalia,Chordata,Teleostei,Anguilliformes,Long-finned eel,,,,,,,,11000,15,wild,medium,acceptable,
4452,Animalia,Chordata,Teleostei,Salmoniformes,Broad whitefish,,,,,,,,8800,15,wild,medium,acceptable,
4059,Animalia,Chordata,Teleostei,Gonorynchiformes,Milkfish,2372,2281,,,,,,7700,15,wild,medium,acceptable,
4433,Animalia,Chordata,Teleostei,Pleuronectiformes,European flounder,1505,1049,,,,,,7700,15,wild,medium,acceptable,
4244,Animalia,Chordata,Teleostei,Perciformes,European seabass,1460,730,,,,,,6600,15,wild,medium,acceptable,
4241,Animalia,Chordata,Teleostei,Perciformes,Blueline tilefish,,,,,,,,3850,15,wild,medium,acceptable,
4556,Animalia,Chordata,Teleostei,Scorpaeniformes,Tub gurnard,,,,,,,,3300,15,wild,medium,acceptable,
4399,Animalia,Chordata,Teleostei,Perciformes,Atlantic cutlassfish,,,,,,,,2750,15,wild,medium,acceptable,
4381,Animalia,Chordata,Teleostei,Perciformes,Spotted whiting,1277,1277,,,,,,2640,15,wild,medium,acceptable,
4133,Animalia,Chordata,Teleostei,Perciformes,Whario,1277,1277,,,,,,2200,15,wild,medium,acceptable,
4393,Animalia,Chordata,Teleostei,Perciformes,Blackspot seabream,,,,,,,,2200,15,wild,medium,acceptable,
3303,Animalia,Chordata,Reptilia,Squamata,Amazonian tree boa,,,,,,,,1906,15,captivity,medium,acceptable,
4131,Animalia,Chordata,Teleostei,Perciformes,Black crappie,,,,,,,,1496,15,wild,medium,acceptable,
1728,Animalia,Chordata,Aves,Tinamiformes,Solitary tinamou,,,,,,,,1390.5,15,captivity,tiny,acceptable,
3640,Animalia,Chordata,Reptilia,Squamata,Russell's viper,,,,,,,,1306,15,captivity,small,acceptable,
1388,Animalia,Chordata,Aves,Pelecaniformes,Black-faced spoonbill,,,,,,,,1228,15,captivity,medium,acceptable,
3125,Animalia,Chordata,Mammalia,Rodentia,Black-tailed prairie dog,730,730,30,4,1,365,15.75,1125,15,captivity,large,acceptable,
4419,Animalia,Chordata,Teleostei,Pleuronectiformes,Arrowtooth flounder,,,,,,,,1100,15,wild,medium,acceptable,
3912,Animalia,Chordata,Teleostei,Cypriniformes,Sneep,,,,,,,,825,15,wild,medium,acceptable,
4555,Animalia,Chordata,Teleostei,Scorpaeniformes,Bluefin searobin,912,912,,,,,,825,15,wild,medium,acceptable,
4022,Animalia,Chordata,Teleostei,Gadiformes,Alaska pollock,1277,1095,,,,,,770,15,wild,medium,acceptable,
4367,Animalia,Chordata,Teleostei,Perciformes,Areolate grouper,,,,,,,,770,15,wild,medium,acceptable,
2364,Animalia,Chordata,Mammalia,Chiroptera,Comoro black flying fox,,,152,1,,,137,696.5,15,captivity,medium,acceptable,
1487,Animalia,Chordata,Aves,Procellariiformes,Antarctic petrel,,,,,,,,687.5,15,wild,medium,acceptable,
4395,Animalia,Chordata,Teleostei,Perciformes,Black sea bream,,,,,,,,671,15,wild,medium,acceptable,
4048,Animalia,Chordata,Teleostei,Gadiformes,North pacific hake,1277,1460,,,,,,654.5,15,wild,medium,acceptable,
2553,Animalia,Chordata,Mammalia,Diprotodontia,Yellow-bellied glider,725,,,1,1,364,,572.5,15,captivity,small,acceptable,
694,Animalia,Chordata,Aves,Galliformes,Palawan peacock-pheasant,730,365,19,2,,,,550,15,unknown,medium,acceptable,
1363,Animalia,Chordata,Aves,Pelecaniformes,Pacific reef heron,,,,,,,,510.25,15,wild,small,acceptable,
2693,Animalia,Chordata,Mammalia,Primates,Tassel-eared marmoset,304,334,144,2,,,34.5,355.8,15,captivity,small,acceptable,
687,Animalia,Chordata,Aves,Galliformes,White-tailed ptarmigan,545,365,23,6,1,,12.9,326,15,wild,small,acceptable,
639,Animalia,Chordata,Aves,Eurypygiformes,Sunbittern,,,27,2,,,,210,15,captivity,medium,acceptable,
417,Animalia,Chordata,Aves,Charadriiformes,Xantus' murrelet,730,730,34,2,1,,24.8,167,15,wild,medium,acceptable,
408,Animalia,Chordata,Aves,Charadriiformes,Whiskered auklet,,1095,,1,,,,120,15,wild,medium,acceptable,
452,Animalia,Chordata,Aves,Charadriiformes,Lesser noddy,,,,,,,,104.56,15,wild,tiny,acceptable,
812,Animalia,Chordata,Aves,Passeriformes,Scrub jay,365,365,17,4,1,,4.2,78.7,15,wild,medium,acceptable,
397,Animalia,Chordata,Aves,Caprimulgiformes,Whip-poor-will,,,19,2,2,,5.4,54,15,wild,tiny,acceptable,
487,Animalia,Chordata,Aves,Charadriiformes,Blue-gray noddy,,,,,,,,53,15,wild,small,acceptable,
370,Animalia,Chordata,Aves,Apodiformes,Chimney swift,365,365,20,4.5,1,,1.25,22.8,15,wild,large,acceptable,
965,Animalia,Chordata,Aves,Passeriformes,Red-billed leiothrix,,,12,,,,3.1,21.5,15,captivity,large,acceptable,
927,Animalia,Chordata,Aves,Passeriformes,Common house-martin and northern house-martin,365,365,,,,,,14.5,15,wild,medium,acceptable,
1280,Animalia,Chordata,Aves,Passeriformes,Small ground finch,,,,,,,,14.5,15,wild,small,acceptable,
160,Animalia,Chordata,Amphibia,Caudata,Black-bellied salamander,1280,1280,,25,,,,14.34,15,captivity,small,acceptable,288
1066,Animalia,Chordata,Aves,Passeriformes,European pied flycatcher,365,365,,,,,,13.9,15,wild,large,acceptable,
3967,Animalia,Chordata,Teleostei,Cypriniformes,Dwarf altai osman,,,,,,,,13.75,15,wild,medium,acceptable,
1275,Animalia,Chordata,Aves,Passeriformes,Small tree finch,,,,,,,,13.2,15,wild,small,acceptable,
733,Animalia,Chordata,Aves,Passeriformes,Mountain thornbill,,,,,,,,6.85,15,wild,small,acceptable,
1475,Animalia,Chordata,Aves,Procellariiformes,Great-winged petrel,,,,,,,,578.5,14.9,wild,small,acceptable,
216,Animalia,Chordata,Aves,Accipitriformes,Brown goshawk,,,,,,,,453.5,14.9,wild,medium,acceptable,
3597,Animalia,Chordata,Reptilia,Squamata,Spotted tree monitor,,,,,,,,290,14.9,captivity,small,acceptable,
656,Animalia,Chordata,Aves,Falconiformes,Eurasian hobby,365,365,,,,,,209.5,14.9,wild,medium,acceptable,
1238,Animalia,Chordata,Aves,Passeriformes,Green catbird,,,,,,,,207,14.9,wild,medium,acceptable,
1642,Animalia,Chordata,Aves,Psittaciformes,Large fig parrot,,,,,,,,117,14.9,captivity,tiny,acceptable,
1327,Animalia,Chordata,Aves,Passeriformes,Great crested flycatcher,365,365,14,5,1,,3,32.1,14.9,wild,small,acceptable,
1195,Animalia,Chordata,Aves,Passeriformes,White-throated sparrow,365,365,13,4,1.5,,2.8,21.1,14.9,wild,medium,acceptable,
1930,Animalia,Chordata,Mammalia,Artiodactyla,Black duiker,,,128,1,,,1940,18100,14.8,captivity,small,acceptable,
2029,Animalia,Chordata,Mammalia,Artiodactyla,Gray brocket,395,365,212,1,,,919,17000,14.8,captivity,small,acceptable,
2591,Animalia,Chordata,Mammalia,Hyracoidea,Rock hyrax,500,500,215,3,1,365,205,3600,14.8,captivity,medium,acceptable,310.15
2155,Animalia,Chordata,Mammalia,Carnivora,White-tailed mongoose,755,,,2.3,,,,3500,14.8,captivity,small,acceptable,
3373,Animalia,Chordata,Reptilia,Squamata,Plainbelly water snake,,,,,,,,1499,14.8,captivity,medium,acceptable,
352,Animalia,Chordata,Aves,Anseriformes,Common merganser,730,730,30,10,1,,46.2,1445,14.8,wild,medium,acceptable,
2950,Animalia,Chordata,Mammalia,Rodentia,Red acouchi,304,304,99,2,,,100,775,14.8,captivity,small,acceptable,308.55
3171,Animalia,Chordata,Mammalia,Rodentia,Eurasian red squirrel,296,320,38,5,2,91,9.25,600,14.8,captivity,medium,acceptable,
2555,Animalia,Chordata,Mammalia,Diprotodontia,Squirrel glider,,,20,1.5,,183,,405,14.8,captivity,medium,acceptable,
3120,Animalia,Chordata,Mammalia,Rodentia,Plantain squirrel,414,,48,3.07,,,,190,14.8,captivity,tiny,acceptable,
394,Animalia,Chordata,Aves,Caprimulgiformes,Chuck-will's-widow,,,20,2.5,1,,,115,14.8,wild,medium,acceptable,
1082,Animalia,Chordata,Aves,Passeriformes,Eurasian golden-oriole,365,365,,,,,,79,14.8,wild,medium,acceptable,
1089,Animalia,Chordata,Aves,Passeriformes,Grey shrikethrush,,,,,,,,67.625,14.8,wild,large,acceptable,
3290,Animalia,Chordata,Reptilia,Squamata,Eastern glass lizard,,,,,,,,23.715,14.8,captivity,small,acceptable,
893,Animalia,Chordata,Aves,Passeriformes,Brambling,365,365,,,,,,23.2,14.8,wild,medium,acceptable,
2381,Animalia,Chordata,Mammalia,Chiroptera,Pallid bat,365,365,62,2,,,3.1,20.8,14.8,captivity,small,acceptable,307.15
2422,Animalia,Chordata,Mammalia,Chiroptera,Eastern pipistrelle,212,,44,2,1,365,0.94,7.5,14.8,wild,medium,acceptable,
3598,Animalia,Chordata,Reptilia,Squamata,Lace monitor,,,,,,,,4300,14.7,captivity,medium,acceptable,
3720,Animalia,Chordata,Reptilia,Testudines,Asian leaf turtle,,,,,,,,1250,14.7,captivity,medium,acceptable,
302,Animalia,Chordata,Aves,Anseriformes,Garganey,365,365,,,,,,326,14.7,wild,medium,acceptable,
525,Animalia,Chordata,Aves,Charadriiformes,Little stint,730,730,,,,,,21.1,14.7,wild,medium,acceptable,
1205,Animalia,Chordata,Aves,Passeriformes,Eastern yellow robin,,,,,,,,20.25,14.7,wild,large,acceptable,
1946,Animalia,Chordata,Mammalia,Artiodactyla,Rhim gazelle,157,,176,1,,,4640,48500,14.6,captivity,medium,acceptable,
3593,Animalia,Chordata,Reptilia,Squamata,Nile monitor,1278,1278,,,,,,2826.67,14.6,captivity,medium,acceptable,
345,Animalia,Chordata,Aves,Anseriformes,Harlequin duck,365,365,28,6,1,,32.9,561.25,14.6,wild,medium,acceptable,
834,Animalia,Chordata,Aves,Passeriformes,Pinyon jay,365,365,17,4,1,,6.26,105,14.6,wild,medium,acceptable,
677,Animalia,Chordata,Aves,Galliformes,Common quail,365,365,,,,,,96.5,14.6,wild,medium,acceptable,
1306,Animalia,Chordata,Aves,Passeriformes,Red-legged thrush,,,,,,,,75.3,14.6,wild,medium,acceptable,
3504,Animalia,Chordata,Reptilia,Squamata,Desert iguana,974,974,,,,,,69.5,14.6,captivity,medium,acceptable,305.5
1493,Animalia,Chordata,Aves,Psittaciformes,Black-winged lovebird,363,,,,,,,57.5,14.6,captivity,tiny,acceptable,
1109,Animalia,Chordata,Aves,Passeriformes,Blue tit,365,365,,,,,,10.3,14.6,wild,medium,acceptable,
